organization,year,pubs,trailingpubs,rank,rank_unique
"Arizona, University of (2)",2011,0,0,302,478
"Arizona, University of (2)",2012,0,0,295,472
"Arizona, University of (2)",2013,0,0,302,635
"Arizona, University of (2)",2014,0,0,298,636
"Arizona, University of (2)",2015,0,0,306,609
"Arizona, University of (2)",2016,1,1,199,321
"Arizona, University of (2)",2017,0,1,215,315
"Arizona, University of (2)",2018,0,1,217,289
"Arkansas, U. of (Fayetteville)",1990,0,0,99,333
"Arkansas, U. of (Fayetteville)",1991,0,0,141,608
"Arkansas, U. of (Fayetteville)",1992,0,0,165,167
"Arkansas, U. of (Fayetteville)",1993,1,1,81,148
"Arkansas, U. of (Fayetteville)",1994,0,1,84,127
"Arkansas, U. of (Fayetteville)",1995,0,1,87,154
"Arkansas, U. of (Fayetteville)",1996,0,0,171,654
"Arkansas, U. of (Fayetteville)",1997,0,0,180,587
"Arkansas, U. of (Fayetteville)",1998,0,0,194,481
"Arkansas, U. of (Fayetteville)",1999,0,0,202,644
"Arkansas, U. of (Fayetteville)",2000,0,0,203,268
"Arkansas, U. of (Fayetteville)",2001,0,0,191,223
"Arkansas, U. of (Fayetteville)",2002,0,0,187,205
"Arkansas, U. of (Fayetteville)",2003,0,0,193,220
"Arkansas, U. of (Fayetteville)",2004,0,0,205,369
"Arkansas, U. of (Fayetteville)",2005,0,0,209,402
"Arkansas, U. of (Fayetteville)",2006,0,0,211,506
"Arkansas, U. of (Fayetteville)",2007,0,0,224,290
"Arkansas, U. of (Fayetteville)",2008,1,1,149,240
"Arkansas, U. of (Fayetteville)",2009,0,1,169,239
"Arkansas, U. of (Fayetteville)",2010,1,2,132,166
"Arkansas, U. of (Fayetteville)",2011,1,2,140,168
"Arkansas, U. of (Fayetteville)",2012,1,3,124,136
"Arkansas, U. of (Fayetteville)",2013,0,2,144,149
"Arkansas, U. of (Fayetteville)",2014,0,1,182,286
"Arkansas, U. of (Fayetteville)",2015,1,1,190,237
"Arkansas, U. of (Fayetteville)",2016,0,1,199,254
"Arkansas, U. of (Fayetteville)",2017,1,2,162,207
"Arkansas, U. of (Fayetteville)",2018,2,3,138,150
"Aston University",1990,0,0,99,113
"Aston University",1991,0,0,141,466
"Aston University",1992,0,0,165,551
"Aston University",1993,0,0,159,367
"Aston University",1994,0,0,164,354
"Aston University",1995,0,0,164,390
"Aston University",1996,0,0,171,324
"Aston University",1997,0,0,180,582
"Aston University",1998,0,0,194,283
"Aston University",1999,0,0,202,438
"Aston University",2000,0,0,203,275
"Aston University",2001,0,0,191,345
"Aston University",2002,0,0,187,449
"Aston University",2003,0,0,193,621
"Aston University",2004,0,0,205,554
"Aston University",2005,0,0,209,212
"Aston University",2006,0,0,211,532
"Aston University",2007,0,0,224,508
"Aston University",2008,0,0,253,654
"Aston University",2009,0,0,288,492
"Aston University",2010,0,0,299,575
"Aston University",2011,0,0,302,501
"Aston University",2012,0,0,295,635
"Aston University",2013,0,0,302,484
"Aston University",2014,0,0,298,443
"Aston University",2015,0,0,306,378
"Aston University",2016,0,0,325,560
"Aston University",2017,0,0,344,470
"Aston University",2018,1,1,217,340
"Athens Laboratory of Bus. Admin. (ALBA)",1990,0,0,99,256
"Athens Laboratory of Bus. Admin. (ALBA)",1991,0,0,141,253
"Athens Laboratory of Bus. Admin. (ALBA)",1992,0,0,165,369
"Athens Laboratory of Bus. Admin. (ALBA)",1993,0,0,159,525
"Athens Laboratory of Bus. Admin. (ALBA)",1994,2,2,59,59
"Athens Laboratory of Bus. Admin. (ALBA)",1995,0,2,57,68
"Athens Laboratory of Bus. Admin. (ALBA)",1996,0,2,61,66
"Athens Laboratory of Bus. Admin. (ALBA)",1997,0,0,180,651
"Athens Laboratory of Bus. Admin. (ALBA)",1998,0,0,194,521
"Athens Laboratory of Bus. Admin. (ALBA)",1999,0,0,202,359
"Athens Laboratory of Bus. Admin. (ALBA)",2000,0,0,203,257
"Athens Laboratory of Bus. Admin. (ALBA)",2001,1,1,111,176
"Athens Laboratory of Bus. Admin. (ALBA)",2002,1,2,82,93
"Athens Laboratory of Bus. Admin. (ALBA)",2003,0,2,88,114
"Athens Laboratory of Bus. Admin. (ALBA)",2004,0,1,122,179
"Athens Laboratory of Bus. Admin. (ALBA)",2005,0,0,209,232
"Athens Laboratory of Bus. Admin. (ALBA)",2006,0,0,211,507
"Athens Laboratory of Bus. Admin. (ALBA)",2007,0,0,224,494
"Athens Laboratory of Bus. Admin. (ALBA)",2008,0,0,253,486
"Athens Laboratory of Bus. Admin. (ALBA)",2009,0,0,288,361
"Athens Laboratory of Bus. Admin. (ALBA)",2010,0,0,299,577
"Athens Laboratory of Bus. Admin. (ALBA)",2011,0,0,302,535
"Athens Laboratory of Bus. Admin. (ALBA)",2012,0,0,295,512
"Athens Laboratory of Bus. Admin. (ALBA)",2013,0,0,302,616
"Athens Laboratory of Bus. Admin. (ALBA)",2014,0,0,298,362
"Athens Laboratory of Bus. Admin. (ALBA)",2015,0,0,306,419
"Athens Laboratory of Bus. Admin. (ALBA)",2016,0,0,325,513
"Athens Laboratory of Bus. Admin. (ALBA)",2017,0,0,344,527
"Athens Laboratory of Bus. Admin. (ALBA)",2018,0,0,360,416
"Athens, University of",1990,0,0,99,463
"Athens, University of",1991,0,0,141,630
"Athens, University of",1992,0,0,165,225
"Athens, University of",1993,0,0,159,463
"Athens, University of",1994,1,1,84,86
"Athens, University of",1995,0,1,87,105
"Athens, University of",1996,0,1,87,97
"Athens, University of",1997,0,0,180,294
"Athens, University of",1998,0,0,194,335
"Athens, University of",1999,0,0,202,407
"Athens, University of",2000,0,0,203,245
"Athens, University of",2001,0,0,191,206
"Athens, University of",2002,0,0,187,610
"Athens, University of",2003,0,0,193,643
"Athens, University of",2004,0,0,205,591
"Athens, University of",2005,0,0,209,549
"Athens, University of",2006,0,0,211,389
"Athens, University of",2007,0,0,224,358
"Athens, University of",2008,0,0,253,422
"Athens, University of",2009,0,0,288,618
"Athens, University of",2010,0,0,299,352
"Athens, University of",2011,0,0,302,341
"Athens, University of",2012,0,0,295,429
"Athens, University of",2013,0,0,302,373
"Athens, University of",2014,0,0,298,606
"Athens, University of",2015,0,0,306,450
"Athens, University of",2016,0,0,325,427
"Athens, University of",2017,0,0,344,472
"Athens, University of",2018,0,0,360,607
"Auburn University",1990,1,1,40,50
"Auburn University",1991,1,2,43,50
"Auburn University",1992,0,2,59,62
"Auburn University",1993,0,1,81,155
"Auburn University",1994,0,0,164,645
"Auburn University",1995,0,0,164,251
"Auburn University",1996,0,0,171,528
"Auburn University",1997,0,0,180,549
"Auburn University",1998,0,0,194,420
"Auburn University",1999,0,0,202,204
"Auburn University",2000,0,0,203,255
"Auburn University",2001,0,0,191,441
"Auburn University",2002,0,0,187,563
"Auburn University",2003,0,0,193,260
"Auburn University",2004,0,0,205,276
"Auburn University",2005,0,0,209,259
"Auburn University",2006,0,0,211,485
"Auburn University",2007,0,0,224,542
"Auburn University",2008,0,0,253,571
"Auburn University",2009,1,1,169,196
"Auburn University",2010,0,1,178,219
"Auburn University",2011,0,1,183,301
"Auburn University",2012,2,2,142,149
"Auburn University",2013,0,2,144,178
"Auburn University",2014,0,2,137,156
"Auburn University",2015,0,0,306,636
"Auburn University",2016,0,0,325,618
"Auburn University",2017,0,0,344,647
"Auburn University",2018,2,2,168,178
"Auckland, U. of (New Zealand)",1990,0,0,99,344
"Auckland, U. of (New Zealand)",1991,0,0,141,310
"Auckland, U. of (New Zealand)",1992,0,0,165,657
"Auckland, U. of (New Zealand)",1993,0,0,159,634
"Auckland, U. of (New Zealand)",1994,1,1,84,105
"Auckland, U. of (New Zealand)",1995,0,1,87,123
"Auckland, U. of (New Zealand)",1996,1,2,61,76
"Auckland, U. of (New Zealand)",1997,1,2,67,71
"Auckland, U. of (New Zealand)",1998,1,3,56,58
"Auckland, U. of (New Zealand)",1999,1,3,66,69
"Auckland, U. of (New Zealand)",2000,2,4,53,56
"Auckland, U. of (New Zealand)",2001,0,3,63,72
"Auckland, U. of (New Zealand)",2002,0,2,82,107
"Auckland, U. of (New Zealand)",2003,0,0,193,306
"Auckland, U. of (New Zealand)",2004,0,0,205,303
"Auckland, U. of (New Zealand)",2005,1,1,133,153
"Auckland, U. of (New Zealand)",2006,0,1,130,165
"Auckland, U. of (New Zealand)",2007,0,1,134,137
"Auckland, U. of (New Zealand)",2008,0,0,253,607
"Auckland, U. of (New Zealand)",2009,1,1,169,229
"Auckland, U. of (New Zealand)",2010,0,1,178,213
"Auckland, U. of (New Zealand)",2011,1,2,140,155
"Auckland, U. of (New Zealand)",2012,1,2,142,147
"Auckland, U. of (New Zealand)",2013,0,2,144,166
"Auckland, U. of (New Zealand)",2014,1,2,137,140
"Auckland, U. of (New Zealand)",2015,0,1,190,209
"Auckland, U. of (New Zealand)",2016,0,1,199,234
"Auckland, U. of (New Zealand)",2017,0,0,344,370
"Auckland, U. of (New Zealand)",2018,0,0,360,659
"Audencia Nantes School of Management",1990,0,0,99,562
"Audencia Nantes School of Management",1991,0,0,141,547
"Audencia Nantes School of Management",1992,0,0,165,277
"Audencia Nantes School of Management",1993,0,0,159,655
"Audencia Nantes School of Management",1994,0,0,164,590
"Audencia Nantes School of Management",1995,0,0,164,577
"Audencia Nantes School of Management",1996,0,0,171,202
"Audencia Nantes School of Management",1997,0,0,180,363
"Audencia Nantes School of Management",1998,0,0,194,275
"Audencia Nantes School of Management",1999,0,0,202,233
"Audencia Nantes School of Management",2000,0,0,203,655
"Audencia Nantes School of Management",2001,0,0,191,332
"Audencia Nantes School of Management",2002,0,0,187,579
"Audencia Nantes School of Management",2003,0,0,193,542
"Audencia Nantes School of Management",2004,0,0,205,334
"Audencia Nantes School of Management",2005,0,0,209,365
"Audencia Nantes School of Management",2006,0,0,211,476
"Audencia Nantes School of Management",2007,0,0,224,577
"Audencia Nantes School of Management",2008,1,1,149,235
"Audencia Nantes School of Management",2009,0,1,169,225
"Audencia Nantes School of Management",2010,0,1,178,262
"Audencia Nantes School of Management",2011,0,0,302,327
"Audencia Nantes School of Management",2012,0,0,295,395
"Audencia Nantes School of Management",2013,0,0,302,321
"Audencia Nantes School of Management",2014,0,0,298,508
"Audencia Nantes School of Management",2015,0,0,306,486
"Audencia Nantes School of Management",2016,0,0,325,345
"Audencia Nantes School of Management",2017,0,0,344,556
"Audencia Nantes School of Management",2018,0,0,360,654
"Australian Graduate School of Management",1990,0,0,99,386
"Australian Graduate School of Management",1991,0,0,141,380
"Australian Graduate School of Management",1992,0,0,165,261
"Australian Graduate School of Management",1993,0,0,159,596
"Australian Graduate School of Management",1994,0,0,164,407
"Australian Graduate School of Management",1995,0,0,164,395
"Australian Graduate School of Management",1996,0,0,171,558
"Australian Graduate School of Management",1997,1,1,100,136
"Australian Graduate School of Management",1998,0,1,108,146
"Australian Graduate School of Management",1999,0,1,111,120
"Australian Graduate School of Management",2000,1,1,103,168
"Australian Graduate School of Management",2001,1,2,81,106
"Australian Graduate School of Management",2002,0,2,82,102
"Australian Graduate School of Management",2003,0,1,115,115
"Australian Graduate School of Management",2004,0,0,205,543
"Australian Graduate School of Management",2005,0,0,209,554
"Australian Graduate School of Management",2006,0,0,211,270
"Australian Graduate School of Management",2007,0,0,224,597
"Australian Graduate School of Management",2008,0,0,253,656
"Australian Graduate School of Management",2009,0,0,288,643
"Australian Graduate School of Management",2010,0,0,299,537
"Australian Graduate School of Management",2011,0,0,302,513
"Australian Graduate School of Management",2012,0,0,295,491
"Australian Graduate School of Management",2013,0,0,302,466
"Australian Graduate School of Management",2014,0,0,298,639
"Australian Graduate School of Management",2015,0,0,306,579
"Australian Graduate School of Management",2016,0,0,325,634
"Australian Graduate School of Management",2017,0,0,344,531
"Australian Graduate School of Management",2018,0,0,360,539
"Australian National University",1990,0,0,99,248
"Australian National University",1991,1,1,65,77
"Australian National University",1992,0,1,88,140
"Australian National University",1993,0,1,81,117
"Australian National University",1994,0,0,164,450
"Australian National University",1995,0,0,164,357
"Australian National University",1996,0,0,171,464
"Australian National University",1997,0,0,180,454
"Australian National University",1998,0,0,194,290
"Australian National University",1999,0,0,202,281
"Australian National University",2000,0,0,203,408
"Australian National University",2001,0,0,191,288
"Australian National University",2002,0,0,187,431
"Australian National University",2003,0,0,193,592
"Australian National University",2004,1,1,122,177
"Australian National University",2005,0,1,133,158
"Australian National University",2006,0,1,130,191
"Australian National University",2007,1,1,134,205
"Australian National University",2008,0,1,149,168
"Australian National University",2009,0,1,169,252
"Australian National University",2010,0,0,299,384
"Australian National University",2011,0,0,302,444
"Australian National University",2012,0,0,295,360
"Australian National University",2013,1,1,188,289
"Australian National University",2014,1,2,137,146
"Australian National University",2015,0,2,136,160
"Australian National University",2016,0,1,199,236
"Australian National University",2017,0,0,344,541
"Australian National University",2018,1,1,217,218
"BI Norwegian Business School",1990,0,0,99,461
"BI Norwegian Business School",1991,0,0,141,609
"BI Norwegian Business School",1992,0,0,165,291
"BI Norwegian Business School",1993,0,0,159,495
"BI Norwegian Business School",1994,0,0,164,415
"BI Norwegian Business School",1995,0,0,164,649
"BI Norwegian Business School",1996,0,0,171,522
"BI Norwegian Business School",1997,0,0,180,306
"BI Norwegian Business School",1998,0,0,194,354
"BI Norwegian Business School",1999,0,0,202,630
"BI Norwegian Business School",2000,0,0,203,355
"BI Norwegian Business School",2001,0,0,191,526
"BI Norwegian Business School",2002,0,0,187,603
"BI Norwegian Business School",2003,0,0,193,228
"BI Norwegian Business School",2004,0,0,205,257
"BI Norwegian Business School",2005,0,0,209,524
"BI Norwegian Business School",2006,0,0,211,403
"BI Norwegian Business School",2007,0,0,224,232
"BI Norwegian Business School",2008,0,0,253,328
"BI Norwegian Business School",2009,0,0,288,425
"BI Norwegian Business School",2010,0,0,299,349
"BI Norwegian Business School",2011,0,0,302,417
"BI Norwegian Business School",2012,0,0,295,446
"BI Norwegian Business School",2013,2,2,144,173
"BI Norwegian Business School",2014,0,2,137,148
"BI Norwegian Business School",2015,1,3,124,132
"BI Norwegian Business School",2016,1,2,149,185
"BI Norwegian Business School",2017,2,4,109,123
"BI Norwegian Business School",2018,3,6,84,93
"BYU - Hawaii",1990,0,0,99,193
"BYU - Hawaii",1991,0,0,141,396
"BYU - Hawaii",1992,0,0,165,215
"BYU - Hawaii",1993,0,0,159,501
"BYU - Hawaii",1994,0,0,164,526
"BYU - Hawaii",1995,0,0,164,227
"BYU - Hawaii",1996,0,0,171,495
"BYU - Hawaii",1997,0,0,180,483
"BYU - Hawaii",1998,0,0,194,232
"BYU - Hawaii",1999,0,0,202,473
"BYU - Hawaii",2000,1,1,103,188
"BYU - Hawaii",2001,0,1,111,160
"BYU - Hawaii",2002,0,1,113,157
"BYU - Hawaii",2003,0,0,193,325
"BYU - Hawaii",2004,0,0,205,560
"BYU - Hawaii",2005,0,0,209,551
"BYU - Hawaii",2006,0,0,211,586
"BYU - Hawaii",2007,0,0,224,260
"BYU - Hawaii",2008,0,0,253,640
"BYU - Hawaii",2009,0,0,288,566
"BYU - Hawaii",2010,0,0,299,592
"BYU - Hawaii",2011,0,0,302,315
"BYU - Hawaii",2012,0,0,295,405
"BYU - Hawaii",2013,0,0,302,641
"BYU - Hawaii",2014,0,0,298,483
"BYU - Hawaii",2015,0,0,306,332
"BYU - Hawaii",2016,0,0,325,625
"BYU - Hawaii",2017,0,0,344,468
"BYU - Hawaii",2018,0,0,360,568
"Babes-Bolyai University",1990,0,0,99,272
"Babes-Bolyai University",1991,0,0,141,552
"Babes-Bolyai University",1992,0,0,165,381
"Babes-Bolyai University",1993,0,0,159,415
